city,timestamp,temperature,season
New York,2010-01-01,0.5983205691803285,winter
New York,2010-01-02,4.042441124901285,winter
New York,2010-01-03,4.455283194527894,winter
New York,2010-01-04,-3.617511489361584,winter
New York,2010-01-05,-2.935375805928431,winter
New York,2010-01-06,1.0000056578276286,winter
New York,2010-01-07,13.615416433805752,winter
New York,2010-01-08,-2.290444365107195,winter
New York,2010-01-09,10.34716780278059,winter
New York,2010-01-10,0.6963055624642321,winter
New York,2010-01-11,4.92689498552582,winter
New York,2010-01-12,1.0495905677132502,winter
New York,2010-01-13,5.513460324601295,winter
New York,2010-01-14,-7.917864545411245,winter
New York,2010-01-15,-0.585936844740492,winter
New York,2010-01-16,5.946673409413287,winter
New York,2010-01-17,4.647635850285802,winter
New York,2010-01-18,1.663128318483903,winter
New York,2010-01-19,-2.6400895564167417,winter
New York,2010-01-20,1.8908841323012826,winter
New York,2010-01-21,0.3476068760774631,winter
New York,2010-01-22,-1.6324641988890756,winter
New York,2010-01-23,2.0244069578770576,winter
New York,2010-01-24,1.2248976384866213,winter
New York,2010-01-25,5.071312737633306,winter
New York,2010-01-26,8.095440384134665,winter
New York,2010-01-27,6.367399809647793,winter
New York,2010-01-28,-0.13041963451051253,winter
New York,2010-01-29,1.949755132668337,winter
New York,2010-01-30,5.49533779568849,winter
New York,2010-01-31,-3.7255514904419385,winter
New York,2010-02-01,1.0168731072316048,winter
New York,2010-02-02,4.503572942935736,winter
New York,2010-02-03,-6.562538497467681,winter
New York,2010-02-04,-5.038247377074311,winter
New York,2010-02-05,-2.5825944194982506,winter
New York,2010-02-06,-0.7597211910207806,winter
New York,2010-02-07,-3.153582485851997,winter
New York,2010-02-08,1.0073574484598673,winter
New York,2010-02-09,-2.04198076136261,winter
New York,2010-02-10,2.857628035922706,winter
New York,2010-02-11,-5.294332859447158,winter
New York,2010-02-12,-2.5508781084291914,winter
New York,2010-02-13,-3.2209246644377707,winter
New York,2010-02-14,-0.5129312475538127,winter
New York,2010-02-15,4.045527164664151,winter
New York,2010-02-16,5.543571075634869,winter
New York,2010-02-17,-3.1110154548299134,winter
New York,2010-02-18,-13.178219891513262,winter
New York,2010-02-19,-12.33174757712318,winter
New York,2010-02-20,-0.6644114921790454,winter
New York,2010-02-21,1.589307260671355,winter
New York,2010-02-22,-2.6259906764275125,winter
New York,2010-02-23,-2.055077418942373,winter
New York,2010-02-24,5.220405055164545,winter
New York,2010-02-25,8.483204963964747,winter
New York,2010-02-26,9.253568133643213,winter
New York,2010-02-27,2.5453552966177084,winter
New York,2010-02-28,-2.10320034849593,winter
New York,2010-03-01,12.163215455168022,spring
New York,2010-03-02,9.742466052202248,spring
New York,2010-03-03,5.071020918094243,spring
New York,2010-03-04,5.127899440535439,spring
New York,2010-03-05,12.61034955312197,spring
New York,2010-03-06,6.910630931059776,spring
New York,2010-03-07,10.202937305786449,spring
New York,2010-03-08,13.775721658100569,spring
New York,2010-03-09,9.414061037732997,spring
New York,2010-03-10,4.761607993987668,spring
New York,2010-03-11,10.666944398965528,spring
New York,2010-03-12,2.827120437586541,spring
New York,2010-03-13,8.379956049398707,spring
New York,2010-03-14,3.1947468757279722,spring
New York,2010-03-15,13.138029457318712,spring
New York,2010-03-16,13.983637469106515,spring
New York,2010-03-17,-3.7966188166669586,spring
New York,2010-03-18,11.268126833198469,spring
New York,2010-03-19,5.894295840095899,spring
New York,2010-03-20,7.886928217638038,spring
New York,2010-03-21,19.61320642394834,spring
New York,2010-03-22,12.838884052758566,spring
New York,2010-03-23,5.872794562570766,spring
New York,2010-03-24,10.711000705327837,spring
New York,2010-03-25,8.843648718877722,spring
New York,2010-03-26,4.571963568063094,spring
New York,2010-03-27,13.779501274387101,spring
New York,2010-03-28,0.8851153454177059,spring
New York,2010-03-29,16.304135524895464,spring
New York,2010-03-30,12.166851838765623,spring
New York,2010-03-31,4.387170142149177,spring
New York,2010-04-01,17.23671894134552,spring
New York,2010-04-02,10.714684059827816,spring
New York,2010-04-03,13.490377170744646,spring
New York,2010-04-04,14.053556821435482,spring
New York,2010-04-05,5.325658705279616,spring
New York,2010-04-06,11.61504501294244,spring
New York,2010-04-07,10.694620721035426,spring
New York,2010-04-08,16.27845409721947,spring
New York,2010-04-09,8.101640422640076,spring
New York,2010-04-10,17.402830000793486,spring
New York,2010-04-11,14.349306028836502,spring
New York,2010-04-12,22.07934064791515,spring
New York,2010-04-13,4.014583271163552,spring
New York,2010-04-14,12.556730497386912,spring
New York,2010-04-15,6.9692478798152475,spring
New York,2010-04-16,1.271044982259765,spring
New York,2010-04-17,22.9522566641138,spring
New York,2010-04-18,1.5978361910413117,spring
New York,2010-04-19,2.169296432285482,spring
New York,2010-04-20,16.55963580783771,spring
New York,2010-04-21,10.524521113568891,spring
New York,2010-04-22,15.86995064562393,spring
New York,2010-04-23,7.679406281031106,spring
New York,2010-04-24,4.65153199533823,spring
New York,2010-04-25,8.74141115177863,spring
New York,2010-04-26,14.22839920986355,spring
New York,2010-04-27,8.486652696655232,spring
New York,2010-04-28,6.709425194101234,spring
New York,2010-04-29,8.415732386319885,spring
New York,2010-04-30,6.294946633742895,spring
New York,2010-05-01,4.72212494418938,spring
New York,2010-05-02,6.266394386406391,spring
New York,2010-05-03,1.2090092979286915,spring
New York,2010-05-04,10.410131048745464,spring
New York,2010-05-05,16.805396725695182,spring
New York,2010-05-06,20.703159924967206,spring
New York,2010-05-07,17.18090666219495,spring
New York,2010-05-08,17.180815846409043,spring
New York,2010-05-09,17.110948999381897,spring
New York,2010-05-10,14.986878209262624,spring
New York,2010-05-11,6.280992620049744,spring
New York,2010-05-12,13.40096555181913,spring
New York,2010-05-13,1.0800170089107226,spring
New York,2010-05-14,15.703788352746201,spring
New York,2010-05-15,3.9585620102774843,spring
New York,2010-05-16,8.956798462401874,spring
New York,2010-05-17,7.76833887107574,spring
New York,2010-05-18,-0.49538058395635076,spring
New York,2010-05-19,6.122533244812555,spring
New York,2010-05-20,14.651461546755899,spring
New York,2010-05-21,9.564051322854688,spring
New York,2010-05-22,14.468159352949774,spring
New York,2010-05-23,9.156841891664122,spring
New York,2010-05-24,9.864600356469717,spring
New York,2010-05-25,14.84582300341495,spring
New York,2010-05-26,4.861470568105544,spring
New York,2010-05-27,10.854330150920005,spring
New York,2010-05-28,8.38914401709263,spring
New York,2010-05-29,7.417469753397414,spring
New York,2010-05-30,2.874340471613248,spring
New York,2010-05-31,13.723388862293527,spring
New York,2010-06-01,17.206214349889763,summer
New York,2010-06-02,24.366189332295544,summer
New York,2010-06-03,25.3505015120057,summer
New York,2010-06-04,23.453632396698975,summer
New York,2010-06-05,30.76669665054598,summer
New York,2010-06-06,24.309377960092494,summer
New York,2010-06-07,25.331609752412415,summer
New York,2010-06-08,28.66680791954387,summer
New York,2010-06-09,20.532347496966707,summer
New York,2010-06-10,24.825217997851315,summer
New York,2010-06-11,26.92974347506953,summer
New York,2010-06-12,29.61899187051072,summer
New York,2010-06-13,21.719545228736365,summer
New York,2010-06-14,33.17577116250765,summer
New York,2010-06-15,24.43593307682735,summer
New York,2010-06-16,21.628388430178383,summer
New York,2010-06-17,24.08141906716249,summer
New York,2010-06-18,30.622829372943727,summer
New York,2010-06-19,27.698244867214004,summer
New York,2010-06-20,29.882120221474402,summer
New York,2010-06-21,29.218603373312877,summer
New York,2010-06-22,31.11144554745666,summer
New York,2010-06-23,30.498065533078915,summer
New York,2010-06-24,24.21872186971551,summer
New York,2010-06-25,26.176415952507057,summer
New York,2010-06-26,31.93091316414401,summer
New York,2010-06-27,26.66891457599452,summer
New York,2010-06-28,20.898196057590628,summer
New York,2010-06-29,25.7061466617731,summer
New York,2010-06-30,29.062779842862437,summer
New York,2010-07-01,32.41780821683776,summer
